"","price","address","squares","type","year","age","bed","bath","tax"
"223","$598,000","519 8080 Cambie Road, Richmond, BC","721 sq.ft.","Residential, Condo","2008","12","1","2",NA
"224","$598,000","104 7633 St. Albans Road, Richmond, BC","1,324 sq.ft.","Residential, Condo","1991","29","2","2","$1,874"
"225","$598,000","159 8611 Ackroyd Road, Richmond, BC","1,396 sq.ft.","Residential, Condo","1989","31","2","2","$1,831"
"226","$598,000","102 9009 Cornerstone Mews, Burnaby, BC","943 sq.ft.","Residential, Townhouse","2009","11","2","2","$2,230"
"227","$598,000","502 121 Tenth Street, New Westminster, BC","1,263 sq.ft.","Residential, Condo","1990","30","2","2","$2,374"
"228","$598,000","720 Spadina Ave, Toronto, ON",NA,"Residential, Condo",NA,NA,"2","2","$1,950"
"229","$598,000","150 Oakbriar Cl Sw, Calgary, AB","116.68 sq.m.","Residential, House","1988",NA,"3","3","$3,027"
"230","$598,000","460 Adelaide St E, Toronto, ON",NA,"Residential, Condo",NA,"0-5","1","1","$2,216"
"231","$598,000","205 2435-2455 Kingsway, Vancouver East, BC","550 sq.ft.","Residential, Condo","2020",NA,"1","1",NA
"232","$598,000","8 Dovercourt Rd, Toronto, ON",NA,"Residential, Condo",NA,NA,"1","1","$1,909"
"233","$598,000","215 8600 Park Road, Richmond, BC","827 sq.ft.","Residential, Condo","2011","9","2","2","$1,729"
"234","$598,000","420 6833 Village Grn, Burnaby, BC","820 sq.ft.","Residential, Condo","2000","20","2","2","$2,191"
"235","$598,000","521 159 W 2nd Avenue, Vancouver West, BC","515 sq.ft.","Residential, Condo","2018","2","1","1","$1,511"
"236","$598,000","1807 6383 Mckay Avenue, Burnaby, BC","570 sq.ft.","Residential, Condo","2020",NA,"1","1","$1,341"
"237","$598,000","3478 Nairn Avenue, Vancouver East, BC","1,325 sq.ft.","Residential, Townhouse","1981","39","3","2+1","$1,630"
"238","$598,000","188 Chaparral Cr Se, Calgary, AB","273.40 sq.m.","Residential, House","1997",NA,"5","3+1","$3,509"
"239","$598,000","18 Mondeo Dr, Toronto, ON",NA,"Residential, Condo",NA,"11-15","2","2","$1,877"
"240","$598,000","203 819 Hamilton Street, Vancouver West, BC","447 sq.ft.","Residential, Condo","1998","22","1","1","$1,421"
"241","$598,000","255 Village Green Sq, Toronto, ON",NA,"Residential, Condo",NA,"0-5","2","2","$2,309"
"242","$598,000","310 5725 Agronomy Road, Vancouver West, BC","610 sq.ft.","Residential, Condo","2006","14","1","1","$1,573"
"243","$598,000","203 1005 Broughton Street, Vancouver West, BC","669 sq.ft.","Residential, Condo","1992","28","1","1","$1,656"
"244","$598,000","509 1975 Pendrell Street, Vancouver West, BC","635 sq.ft.","Residential, Condo","1957","63","1","1","$1,425"
"245","$598,000","3208 4900 Lennox Lane, Burnaby, BC","548 sq.ft.","Residential, Condo","2017","3","1","1","$1,792"
"246","$598,000","4703 4510 Halifax Way, Burnaby, BC","540 sq.ft.","Residential, Condo","2019","1","1","1","$1,783"
"247","$598,000","3235 W 3rd Avenue, Vancouver West, BC","545 sq.ft.","Residential, Condo","2009","11","1","1","$1,717"
"248","$598,800","170 Bayview Ave, Toronto, ON",NA,"Residential, Condo",NA,"0-5","1","1","$1,963"
"249","$598,800","1115 Regent Cr Ne, Calgary, AB","117.05 sq.m.","Residential, House","1947",NA,"2","2","$5,319"
"250","$598,800","124 Mahogany Co Se, Calgary, AB","211.81 sq.m.","Residential, House","2011",NA,"4","3+1","$4,015"
"251","$598,800","201 979 E 19th Avenue, Vancouver East, BC","657 sq.ft.","Residential, Condo","2020",NA,"1","1",NA
"252","$598,800","35 Hollywood Ave, Toronto, ON",NA,"Residential, Condo",NA,NA,"1+1","1","$2,213"
"253","$598,888","1131 Sandhurst Circ, Toronto, ON",NA,"Residential, Condo",NA,NA,"3+1","2","$2,381"
"254","$598,888","61 Richview Rd, Toronto, ON",NA,"Residential, Condo",NA,NA,"3","2","$1,900"
"255","$598,900","305 8677 Capstan Way, Richmond, BC","703 sq.ft.","Residential, Condo","2016","4","1","1","$1,778"
"256","$598,900","531 Ranch Estates Ba Nw, Calgary, AB","280.09 sq.m.","Residential, House","1980",NA,"4","3","$3,709"
"257","$599,000","3725 Av. St-Augustin, Chutes-de-la-Chaudière-Est, QC",NA,"Residential, House","1879",NA,"4","2+1","$6,160"
"258","$599,000","105 8633 Sw Marine Drive, Vancouver West, BC","887 sq.ft.","Residential, Condo","1989","31","2","2","$1,831"
"259","$599,000","407 928 Homer Street, Vancouver West, BC","498 sq.ft.","Residential, Condo","2006","14","1","1","$1,455"
"260","$599,000","201 5058 Joyce Street, Vancouver East, BC","517 sq.ft.","Residential, Condo","2021",NA,"1","1",NA
"261","$599,000","236 5880 Dover Crescent, Richmond, BC","970 sq.ft.","Residential, Condo","1996","24","2","2","$1,790"
"262","$599,000","F Island Lake Nippissing, North Bay, ON","1,300 sq.ft.","Residential, Recreational","1996","13","3","1","$2,800"
"263","$599,000","311 Springborough Wy Sw, Calgary, AB","121.79 sq.m.","Residential, House","2003",NA,"2","2+1","$3,882"
"264","$599,000","104 6800 Eckersley Road, Richmond, BC","888 sq.ft.","Residential, Condo","2011","9","2","2","$1,764"
"265","$599,000","303 7388 Sandborne Avenue, Burnaby, BC","863 sq.ft.","Residential, Condo","2002","18","2","2","$2,394"
"266","$599,000","815 78 Av Nw, Calgary, AB","100.61 sq.m.","Residential, House","1969",NA,"5","3","$3,566"
"267","$599,000","572 Rue Notre-Dame, Champlain, QC","2,649 sq.ft.","Residential, House","1971",NA,"5","2+1","$3,923"
"268","$599,000","50 Forest Manor Rd, Toronto, ON",NA,"Residential, Condo",NA,"0-5","1+1","2","$2,045"
"269","$599,000","309 7540 Minoru Boulevard, Richmond, BC","1,276 sq.ft.","Residential, Condo","1987","33","2","2","$1,528"
"270","$599,000","1103 455 Sw Marine Drive, Vancouver West, BC","475 sq.ft.","Residential, Condo","2019","1","1","1","$879"
"271","$599,000","1109 2689 Kingsway, Vancouver East, BC","770 sq.ft.","Residential, Condo","2014","6","2","2","$1,885"
"272","$599,000","102 4674-4684 51 Street, Ladner, BC","923 sq.ft.","Residential, Condo","2021",NA,"2","1",NA
"273","$599,000","124 Braniff Pl Sw, Calgary, AB","101.26 sq.m.","Residential, House","1972",NA,"4","2","$3,293"
"274","$599,000","Ch. De Grosbois, Saint-Adolphe-d'Howard, QC",NA,"Lots & Land, Lots & Land-Other",NA,NA,NA,NA,"$1,017"
"275","$599,000","1645 Mtée Crépeau, Saint-Calixte, QC",NA,"Residential, House","2007",NA,"3","2","$4,710"
"276","$599,000","306 3680 W 7th Avenue, Vancouver West, BC","760 sq.ft.","Residential, Condo","1976","44","2","1","$1,467"
"277","$599,000","1 Palace Pier Crt, Toronto, ON",NA,"Residential, Condo",NA,NA,"1","1","$2,175"
"278","$599,000","29 Rosebank Dr, Toronto, ON",NA,"Residential, Condo",NA,NA,"3","3","$2,705"
"279","$599,000","105-946 Jenkins Ave, Victoria, BC","1,500 sq.ft.","Residential, Townhouse","2020",NA,"3","3",NA
"280","$599,000","526 Garrison Sq Sw, Calgary, AB","180.97 sq.m.","Residential, House","1999",NA,"2","3+1","$3,979"
"281","$599,000","25 11355 236 Street, Maple Ridge, BC","2,230 sq.ft.","Residential, Townhouse","1998","22","3","3+1","$3,240"
"282","$599,000","1607 1068 Hornby Street, Vancouver West, BC","549 sq.ft.","Residential, Condo","2000","20","1","1","$1,615"
"283","$599,000","1202 1188 Howe Street, Vancouver West, BC","549 sq.ft.","Residential, Condo","1995","25","1","1","$1,397"
"284","$599,000","1645A Mtée Crépeau, Saint-Calixte, QC",NA,"Residential, Other","2007",NA,"3","2","$4,710"
"285","$599,000","508 4132 Halifax Street, Burnaby, BC","856 sq.ft.","Residential, Condo","2005","15","1","1","$2,336"
"286","$599,000","405 - 5255 Big White Road, Big White, BC","1,008 sq.ft.","Residential, Condo","2002","17","2","2","$2,367"
"287","$599,000","108 7250 18th Avenue, Burnaby, BC","794 sq.ft.","Residential, Townhouse","2016","4","1","2+1","$1,924"
"288","$599,000","107 8400 Anderson Road, Richmond, BC","886 sq.ft.","Residential, Condo","2009","11","2","2","$1,645"
"289","$599,900","2305 1955 Alpha Way, Burnaby, BC","536 sq.ft.","Residential, Condo","2020",NA,"1","1",NA
"290","$599,900","1205 11295 Pazarena Place, Maple Ridge, BC","1,335 sq.ft.","Residential, Townhouse","2020",NA,"3","3+1",NA
"291","$599,900","2167 Lake Shore Blvd W, Toronto, ON",NA,"Residential, Condo",NA,"New","1+1","2",NA
"292","$599,900","2167 Lake Shore Blvd W, Toronto, ON",NA,"Residential, Condo",NA,"New","1+1","2",NA
"293","$599,900","103 570 E 8th Avenue, Vancouver East, BC","657 sq.ft.","Residential, Condo","1983","37","2","1","$1,235"
"294","$599,900","429 9388 Mckim Way, Richmond, BC","832 sq.ft.","Residential, Condo","2013","7","2","2","$1,864"
"295","$599,900","125 Village Green Sq, Toronto, ON",NA,"Residential, Condo",NA,NA,"3","2","$2,316"
"296","$599,900","50 Town Centre Crt, Toronto, ON",NA,"Residential, Condo",NA,NA,"2+1","2","$2,309"
"297","$599,900","3033 Finch Ave W, Toronto, ON",NA,"Residential, Condo",NA,NA,"4","3","$2,087"
"298","$599,900","3237 Bayview Ave, Toronto, ON",NA,"Residential, Condo",NA,"New","2","2",NA
"299","$599,900","2 Covington Rd, Toronto, ON",NA,"Residential, Condo",NA,NA,"2","2","$2,591"
"300","$599,900","5 Everson Dr, Toronto, ON",NA,"Residential, Condo",NA,"16-30","2","2","$2,609"
"301","$599,900","935 Sheppard Ave W, Toronto, ON",NA,"Residential, Condo",NA,NA,"2","2","$2,159"
"302","$599,900","15 Lady Fern Way, Toronto, ON",NA,"Residential, Condo",NA,NA,"3","2","$2,507"
"303","$599,900","11 Brunel Crt, Toronto, ON",NA,"Residential, Condo",NA,NA,"1+1","1","$1,925"
"304","$599,949","360 Ridelle Ave, Toronto, ON",NA,"Residential, Condo",NA,"31-50","2","1","$1,619"
"305","$599,950","2105 Cavanagh Drive SW, Edmonton, AB","1,446 sq.ft.","Residential, Duplex",NA,NA,"1+2","3",NA
"306","$599,999","201 6283 Kingsway, Burnaby, BC","788 sq.ft.","Residential, Condo","2018","2","2","2","$2,419"
"307","$599,999","205 4488 Cambie Street, Vancouver West, BC","443 sq.ft.","Residential, Condo","2019","1","1","1","$950"
"308","$599,999","126 4690 Hawk Lane, Tsawwassen, BC","881 sq.ft.","Residential, Condo","2019","1","2","2",NA
"309","$599,999","88 Palace Pier Crt, Toronto, ON",NA,"Residential, Condo",NA,NA,"1","2","$2,075"
"310","$599,999","600 Queens Quay W, Toronto, ON",NA,"Residential, Condo",NA,"16-30","1","1","$1,691"
"311","$599,999","12030 Valley Ridge Dr Nw, Calgary, AB","187.94 sq.m.","Residential, House","2001",NA,"4","2+1","$4,271"
"312","$599,999","404 7727 Royal Oak Avenue, Burnaby, BC","807 sq.ft.","Residential, Condo","2015","5","2","2+2","$1,841"
"313","$599,999","61 Walden Ri Se, Calgary, AB","235.87 sq.m.","Residential, House","2009",NA,"4","3+1","$4,132"
"314","$599,999","100 Canyon Ave, Toronto, ON",NA,"Residential, Condo",NA,NA,"2+1","2","$1,697"
"315","$599,999","100 Harbour St, Toronto, ON",NA,"Residential, Condo",NA,"0-5",NA,"1","$2,004"
"316","$599,999","1005 4808 Hazel Street, Burnaby, BC","832 sq.ft.","Residential, Condo","2008","12","2","2","$2,624"
"317","$599,999","406 2525 Clarke Street, Port Moody, BC","854 sq.ft.","Residential, Condo","2018","2","2","2","$2,092"
"318","$599,999","12 Lace Fernway, Toronto, ON",NA,"Residential, Condo",NA,NA,"3","2","$2,405"
"319","$599,999","404 6900 Pearson Way, Richmond, BC","683 sq.ft.","Residential, Condo","2020",NA,"2","1","$1,208"
"320","$599,999","138 Bonis Ave, Toronto, ON",NA,"Residential, Condo",NA,NA,"2+1","2","$2,544"
"321","$599,999","1901 Yonge St, Toronto, ON",NA,"Residential, Condo",NA,NA,"1","1","$2,087"
"322","$600,000","#103 680 Princeton Wy Sw, Calgary, AB","116.22 sq.m.","Residential, Condo","2002",NA,"2","2","$3,812"
"323","$600,000","3001 84 Grant Street, Port Moody, BC","860 sq.ft.","Residential, Condo","2006","14","2","2","$2,299"
"324","$600,000","1628 14 Av Sw, Calgary, AB","167.13 sq.m.","Residential, House","2008",NA,"3","4+1","$3,859"
"325","$600,000","320 Rue Catherine, Lachute, QC","4,079.52 sq.ft.","Residential, Multi-Family Home","2016",NA,"3","2","$5,041"
"326","$600,000","12 Kincora St Nw, Calgary, AB","206.61 sq.m.","Residential, House","2012",NA,"5","3+1","$3,586"
"327","$600,000","270 Timberbank Blvd, Toronto, ON",NA,"Residential, Condo",NA,NA,"3+1","4","$2,118"
"328","$600,000","6 Sunhaven Pl Se, Calgary, AB","135.17 sq.m.","Residential, House","1988",NA,"4","2+1","$3,313"
"329","$600,000","#504 701 3 Av Sw, Calgary, AB","125.23 sq.m.","Residential, Condo","2007",NA,"2","2+1","$4,078"
"330","$600,000","102 290 Francis Way, New Westminster, BC","1,003 sq.ft.","Residential, Condo","2008","12","2","2","$2,413"
"331","$600,000","20 Bruyeres Mews, Toronto, ON",NA,"Residential, Condo",NA,NA,"2","1","$2,129"
"332","$600,000","216 7633 St. Albans Road, Richmond, BC","1,147 sq.ft.","Residential, Condo","1990","30","2","2","$1,777"
"333","$600,700","502 8725 University Crescent, Burnaby, BC","940 sq.ft.","Residential, Condo","2022",NA,"2","2",NA
"334","$602,300","#203 131 Quarry Wy Se, Calgary, AB","150.03 sq.m.","Residential, Condo","2013",NA,"2","2","$3,959"
"335","$604,900","#1 2428 30 ST SW, Calgary, AB","1,801 sq.ft.","Residential, House","2016",NA,"3","4","$3,829"
"336","$605,000","710 Balm Beach Rd E #10, Midland, ON",NA,"Commercial, Condo",NA,NA,NA,NA,NA
"337","$605,000","5904 Lockinvar Rd Sw, Calgary, AB","174.93 sq.m.","Residential, House","1966",NA,"4","1+1","$4,295"
"338","$605,000","200 Sackville St, Toronto, ON",NA,"Residential, Condo",NA,"0-5","1+1","1","$1,800"
"339","$605,000","703 719 Princess Street, New Westminster, BC","1,247 sq.ft.","Residential, Condo","1995","25","2","2","$2,437"
"340","$605,900","1402 1479 Hunter Street, North Vancouver, BC","547 sq.ft.","Residential, Condo","2022",NA,"1","1",NA
"341","$605,999","5 Gosford Blvd, Toronto, ON",NA,"Residential, Condo",NA,NA,"3","3","$1,631"
"342","$606,000","16 9339 Alberta Road, Richmond, BC","956 sq.ft.","Residential, Townhouse","2004","16","2","3+1","$1,910"
"343","$606,700","54 19696 Hammond Road, Pitt Meadows, BC","1,249 sq.ft.","Residential, Townhouse","2020",NA,"3","3",NA
"344","$608,000","203 3001 St George Street, Port Moody, BC","1,071 sq.ft.","Residential, Condo","1976","44","2","1","$1,333"
"345","$608,000","2315 Sheppard Ave W, Toronto, ON",NA,"Residential, Condo",NA,"0-5","2","2","$2,339"
"346","$608,000","14 22788 Westminster Highway, Richmond, BC","1,097 sq.ft.","Residential, Townhouse","2009","11","2","2+1","$1,654"
"347","$608,000","3303 4508 Hazel Street, Burnaby, BC","519 sq.ft.","Residential, Condo","2015","5","1","1","$2,401"
"348","$608,000","704 221 Union Street, Vancouver East, BC","606 sq.ft.","Residential, Condo","2010","10","1","1","$1,638"
"349","$608,000","600 Fleet St, Toronto, ON",NA,"Residential, Condo",NA,"6-10","1","1","$1,823"
"350","$608,000","10 Northtown Way, Toronto, ON",NA,"Residential, Condo",NA,"11-15","1+1","1","$2,009"
"351","$608,000","509 Beecroft Rd, Toronto, ON",NA,"Residential, Condo",NA,"0-5","2","1","$2,051"
"352","$608,800","629 King St W, Toronto, ON",NA,"Residential, Condo",NA,NA,"1","1","$2,226"
"353","$608,800","106 625 Park Crescent, New Westminster, BC","1,019 sq.ft.","Residential, Condo","2005","15","2","2","$2,256"
"354","$608,888","5 St Joseph St, Toronto, ON",NA,"Residential, Condo",NA,"New","1","1","$2,413"
"355","$609,000","1416 21 Av Nw, Calgary, AB","160.81 sq.m.","Residential, House","2005",NA,"3","2+1","$3,965"
"356","$609,000","4 Chapalina Cm Se, Calgary, AB","261.89 sq.m.","Residential, House","2005",NA,"5","3+1","$3,832"
"357","$609,000","1705 7360 Elmbridge Way, Richmond, BC","844 sq.ft.","Residential, Condo","2008","12","2","2","$1,921"
"358","$609,000","115 Hampshire Ci Nw, Calgary, AB","194.35 sq.m.","Residential, House","1992",NA,"4","2+1","$4,431"
"359","$609,000","251 Jarvis St, Toronto, ON",NA,"Residential, Condo",NA,NA,"2","1","$2,020"
"360","$609,000","407 131 E 3rd Street, North Vancouver, BC","626 sq.ft.","Residential, Condo","2017","3","1","1","$1,914"
"361","$609,000","15 24086 104 Avenue, Maple Ridge, BC","1,505 sq.ft.","Residential, Townhouse","2019","1","3","3+1","$2,301"
"362","$609,000","533 55 Av Sw, Calgary, AB","70.14 sq.m.","Residential, House","1945",NA,"1","1","$3,769"
"363","$609,000","306 855 W 16th Street, North Vancouver, BC","1,005 sq.ft.","Residential, Condo","1996","24","2","2","$1,979"
"364","$609,000","701 8068 Westminster Highway, Richmond, BC","819 sq.ft.","Residential, Condo","2010","10","2","2","$1,961"
"365","$609,800","305 7800 St. Albans Road, Richmond, BC","1,184 sq.ft.","Residential, Condo","1992","28","3","2","$1,740"
"366","$609,800","108-3630 Mission Springs Drive, Kelowna, BC","1,415 sq.ft.","Residential, Townhouse","2020",NA,"3","3+1",NA
"367","$609,800","503 8460 Granville Avenue, Richmond, BC","904 sq.ft.","Residential, Condo","2003","17","2","2","$1,806"
"368","$609,900","47 22788 Westminster Highway, Richmond, BC","1,125 sq.ft.","Residential, Townhouse","2009","11","2","2+1","$1,857"
"369","$609,900","216 Lake Acadia Gr Se, Calgary, AB","112.22 sq.m.","Residential, House","1972",NA,"5","3","$3,500"
"370","$609,900","33 10550 248 Street, Maple Ridge, BC","1,926 sq.ft.","Residential, Townhouse","2015","5","4","4+1","$3,362"
"371","$609,900","1504 37 Av Sw, Calgary, AB","123.37 sq.m.","Residential, House","2020",NA,"3","3+1",NA
"372","$609,900","2409 25 St Sw, Calgary, AB","169.54 sq.m.","Residential, House","2005",NA,"3","2+1","$4,687"
"373","$609,900","131 2418 Avon Place, Port Coquitlam, BC","1,105 sq.ft.","Residential, Townhouse","2009","11","2","2","$2,397"
"374","$609,900","39 22000 Sharpe Avenue, Richmond, BC","1,314 sq.ft.","Residential, Townhouse","1995","25","2","3+1","$1,592"
"375","$609,900","801 King St, Toronto, ON",NA,"Residential, Condo",NA,NA,"1","1","$2,000"
"376","$609,900","106 1500 Ostler Court, North Vancouver, BC","1,173 sq.ft.","Residential, Condo","1993","27","2","1","$2,976"
"377","$609,900","263 Wellington St W, Toronto, ON",NA,"Residential, Condo",NA,NA,"1+1","1","$2,047"
"378","$609,900","15 Brunel Crt, Toronto, ON",NA,"Residential, Condo",NA,NA,"2","1","$2,147"
"379","$609,900","25 Stafford St, Toronto, ON",NA,"Residential, Condo",NA,"6-10","1","1","$2,022"
"380","$610,000","125 2600 E 49th Avenue, Vancouver East, BC","888 sq.ft.","Residential, Condo","1972","47","2","1","$1,051"
"381","$610,000","#6-02 - 2420 Baronwood Drive, Oakville, ON",NA,"Residential, Condo",NA,"0-5","2","2","$2,306"
"382","$610,000","37 MT KIDD GD SE, Calgary, AB","2,106 sq.ft.","Residential, House","1996",NA,"4","4","$3,756"
"383","$610,000","402 160 W 3rd Street, North Vancouver, BC","656 sq.ft.","Residential, Condo","2008","12","1","1","$1,770"
"384","$610,000","308 240 Mahon Avenue, North Vancouver, BC","797 sq.ft.","Residential, Condo","1980","40","3","1+1","$1,564"
"385","$1,299,000","172 Fifth St, Toronto, ON",NA,"Residential, House",NA,"51-99","4","2","$3,434"
"386","$1,299,000","19 Aldgate Ave, Toronto, ON",NA,"Residential, House",NA,"51-99","4+1","5","$4,778"
"387","$1,299,600","6015 Bowwater Cr Nw, Calgary, AB","265.51 sq.m.","Residential, House","2019",NA,"5","4+1","$1,447"
"388","$1,299,800","2340 E 33rd Avenue, Vancouver East, BC","1,448 sq.ft.","Residential, Condo","2016","4","4","4+1","$3,155"
"389","$1,299,800","303 2118 W 15th Avenue, Vancouver West, BC","960 sq.ft.","Residential, Condo","2015","5","2","2","$2,905"
"390","$1,299,800","474 Montroyal Boulevard, North Vancouver, BC","1,924 sq.ft.","Residential, House","1959","61","4","2+1","$5,637"
"391","$1,299,800","49 Cornerbrook Dr, Toronto, ON",NA,"Residential, House",NA,NA,"4","2","$5,691"
"392","$1,299,800","89 Torrens Ave, Toronto, ON",NA,"Residential, House",NA,NA,"4+1","4","$5,853"
"393","$1,299,888","126 WEST GROVE RI SW, Calgary, AB","2,949 sq.ft.","Residential, House","2013",NA,"5","5","$6,993"
"394","$1,299,900","1125 READER CR NE, Calgary, AB","2,444 sq.ft.","Residential, House","2012",NA,"4","4","$6,853"
"395","$1,299,900","Waters Edge Drive, Heritage Pointe, AB","1,910 sq.ft.","Residential, House","2016",NA,"3","2+1",NA
"396","$1,299,900","203 5688 Willow Street, Vancouver West, BC","1,161 sq.ft.","Residential, Condo","2017","3","2","2","$3,504"
"397","$1,299,900","5059 Sherbrooke Street, Vancouver East, BC","912 sq.ft.","Residential, House","1953","67","2","1","$4,643"
"398","$1,299,900","1110 17 Av Nw, Calgary, AB","200.20 sq.m.","Residential, House","2020",NA,"3","3","$2,285"
"399","$1,299,900","4551 Odlin Place, Richmond, BC","1,603 sq.ft.","Residential, House","1958","62","4","2","$4,456"
"400","$1,299,900","8675 3430 E Kent Avenue South, Vancouver East, BC","1,616 sq.ft.","Residential, Townhouse","2023",NA,"3","3+1",NA
"401","$1,299,900","14 5631 Steveston Highway, Richmond, BC","1,791 sq.ft.","Residential, Townhouse","2022",NA,"4","4+1",NA
"402","$1,299,900","16 5631 Steveston Highway, Richmond, BC","1,804 sq.ft.","Residential, Townhouse","2022",NA,"4","4+1",NA
"403","$1,299,900","217 E 18th Street, North Vancouver, BC","1,818 sq.ft.","Residential, Condo","2011","9","4","4+2","$4,114"
"404","$1,299,900","210 12088 3rd Avenue, Richmond, BC","1,525 sq.ft.","Residential, Condo","2020",NA,"3","2",NA
"405","$1,299,900","1455 Varsity Estates Dr Nw, Calgary, AB","269.97 sq.m.","Residential, House","1975",NA,"3","3+1","$9,049"
"406","$1,299,900","492 Mcroberts Ave, Toronto, ON",NA,"Residential, House",NA,"New","3","4","$4,017"
"407","$1,299,900","64 Sloley Rd, Toronto, ON",NA,"Residential, House",NA,"51-99","5","3","$4,390"
"408","$1,299,900","920 Northeys Bay Road, Kawartha Park, ON","1,073 sq.ft.","Residential, House",NA,"16-30 years","2+1","2","$5,400"
"409","$1,299,900","1305 212 Davie Street, Vancouver West, BC","1,256 sq.ft.","Residential, Condo","1994","26","2","2","$3,087"
"410","$1,299,900","560 Front St W, Toronto, ON",NA,"Residential, Condo",NA,NA,"3","2","$3,700"
"411","$1,299,900","30 Gaudi Rd, Toronto, ON",NA,"Residential, House",NA,"6-15","4+1","5","$5,079"
"412","$1,299,900","69 Sixteenth St, Toronto, ON",NA,"Residential, House",NA,"0-5","3+1","4","$4,610"
"413","$1,299,950","871 Hendecourt Road, North Vancouver, BC","2,122 sq.ft.","Residential, Townhouse","1978","42","4","4+2","$3,299"
"414","$1,299,995","889 Bay St, Toronto, ON",NA,"Residential, Condo",NA,NA,"2+1","2","$3,964"
"415","$1,299,999","4603 15 St Sw, Calgary, AB","210.70 sq.m.","Residential, House","2007",NA,"5","3+1","$7,652"
"416","$1,299,999","253 Withrow Ave, Toronto, ON",NA,"Residential, House",NA,NA,"3+1","1","$6,273"
"417","$1,349,900","8710 Seascape Drive, West Vancouver, BC","2,355 sq.ft.","Residential, Townhouse","2008","12","2","3+1","$3,502"
"418","$1,349,900","2605 Klassen Court, Port Coquitlam, BC","3,595 sq.ft.","Residential, House","1990","30","5","3","$4,964"
"419","$1,349,900","204 5058 Cambie Street, Vancouver West, BC","1,047 sq.ft.","Residential, Condo","2020",NA,"2","2",NA
"420","$1,349,900","8490 French Street, Vancouver West, BC","1,502 sq.ft.","Residential, Condo","1988","32","3","2","$4,937"
"421","$1,350,000","6907 Legare Drive SW, Calgary, AB","2,967 sq.ft.","Residential, House","1965",NA,"4","2+1","$7,652"
"422","$1,350,000","2104 32 Av Sw, Calgary, AB","258.35 sq.m.","Residential, House","2010",NA,"5","3+1","$10,647"
"423","$1,350,000","2630 evercreek bluffs WY SW, Calgary, AB","3,631 sq.ft.","Residential, House","2007",NA,"6","7","$8,118"
"424","$1,350,000","244 Superior Av Sw, Calgary, AB","280.28 sq.m.","Residential, House","1912",NA,"6","3+1","$8,783"
"425","$1,350,000","3123 Baird Road, North Vancouver, BC","1,630 sq.ft.","Residential, House","1958","62","3","2","$5,651"
"426","$1,350,000","2052 E 35th Avenue, Vancouver East, BC","2,124 sq.ft.","Residential, House","1914","106","7","4","$4,915"
"427","$1,350,000","9611 Williams Road, Richmond, BC","1,871 sq.ft.","Residential, House","1956","64","3","1","$4,350"
"428","$1,350,000","4131 Yale Street, Burnaby, BC","1,709 sq.ft.","Residential, House","1920","100","4","2","$4,726"
"429","$1,350,000","3020 5 St Sw, Calgary, AB","197.88 sq.m.","Residential, House","1974",NA,"3","2+1","$7,310"
"430","$1,350,000","5375 Mckinnon Street, Vancouver East, BC","1,857 sq.ft.","Residential, House","1928","92","4","3","$4,208"
"431","$1,350,000","707 63 W 2nd Avenue, Vancouver West, BC","971 sq.ft.","Residential, Condo","2013","7","2","2","$2,506"
"432","$1,350,000","1043 Walton Drive, Mactier, ON","3,100 sq.ft.","Residential, Recreational","2003",NA,"3","3","$3,800"
"433","$1,350,000","655 Ioco Road, Port Moody, BC","2,920 sq.ft.","Residential, House","1923","97","4","2","$6,065"
"434","$1,350,000","Ph1 6033 Gray Avenue, Vancouver West, BC","933 sq.ft.","Residential, Condo","2015","5","2","2","$1,911"
"435","$1,350,000","Th2 1882 E Georgia Street, Vancouver East, BC","1,429 sq.ft.","Residential, Townhouse","2020",NA,"3","3+1",NA
"436","$1,350,000","5358 Cecil Street, Vancouver East, BC","1,484 sq.ft.","Residential, House","1931","89","3","2","$4,450"
"437","$1,350,000","48 Hamptons Co Nw, Calgary, AB","344.75 sq.m.","Residential, House","2020",NA,"5","4+1","$7,225"
"438","$1,350,000","15 Marchmount Rd, Toronto, ON",NA,"Residential, House",NA,NA,"3","2","$4,390"
"439","$1,350,000","3231 24a St Sw, Calgary, AB","149.10 sq.m.","Residential, House","1953",NA,"3","2+1","$4,291"
"440","$1,350,000","50 Mccaul St, Toronto, ON",NA,"Residential, Condo",NA,"New","3","2",NA
"441","$1,350,000","1592 Warden Ave, Toronto, ON",NA,"Residential, House",NA,NA,"6+2","4","$4,445"
"442","$1,350,000","2039 W 10th Avenue, Vancouver West, BC","1,174 sq.ft.","Residential, Townhouse","2017","3","2","3+1","$3,616"
"443","$1,350,000","3867 Marine Drive, Burnaby, BC","1,900 sq.ft.","Residential, House","1950","70","4","2","$4,399"
"444","$1,350,000","2929 Jane Street, Port Moody, BC","1,788 sq.ft.","Residential, House","1910","110","3","2","$3,766"
"445","$1,350,000","42 - 44 Tenth Avenue, New Westminster, BC","3,192 sq.ft.","Residential, House","1956","64","8","2","$4,873"
"446","$1,350,000","47 3597 Malsum Drive, North Vancouver, BC","2,043 sq.ft.","Residential, Townhouse","2020",NA,"4","4+1","$3,058"
"447","$1,350,000","1892 E 8th Avenue, Vancouver East, BC","1,301 sq.ft.","Residential, Townhouse","2020",NA,"3","3+1",NA
